bird_name,item_taxon,diet_percentage
Hutton's Vireo,Lepidoptera [butterflies and moths],6.17
Hutton's Vireo,Lepidoptera larva [caterpillars],17.11
Hutton's Vireo,Unid. Insecta,4.11
Hutton's Vireo,Unid. Magnoliopsida,0.89
Hutton's Vireo,Unid. Tracheophyta,1.0
Warbling Vireo,Araneae [spiders],0.8
Warbling Vireo,Coleoptera [beetles],5.49
Warbling Vireo,Diptera [flies],1.47
Warbling Vireo,"Hemiptera [true bugs, hoppers, aphids, and allies]",11.26
Warbling Vireo,"Hymenoptera [ants, bees, wasps, and sawflies]",0.85
Warbling Vireo,Lepidoptera [butterflies and moths],0.72
Warbling Vireo,Lepidoptera larva [caterpillars],18.16
Warbling Vireo,Unid. Animalia,42.36
Warbling Vireo,Unid. Insecta,3.88
Warbling Vireo,Unid. Magnoliopsida,9.03
Warbling Vireo,Unid. Tracheophyta,3.6
Red-eyed Vireo,Araneae [spiders],0.71
Red-eyed Vireo,Coleoptera [beetles],1.69
Red-eyed Vireo,Diptera [flies],0.45
Red-eyed Vireo,"Hemiptera [true bugs, hoppers, aphids, and allies]",3.89
Red-eyed Vireo,"Hymenoptera [ants, bees, wasps, and sawflies]",1.14
Red-eyed Vireo,Lepidoptera [butterflies and moths],0.28
Red-eyed Vireo,Lepidoptera larva [caterpillars],14.21
Red-eyed Vireo,"Orthoptera [grasshoppers, crickets, and katydids]",1.7
Red-eyed Vireo,Unid. Animalia,26.4
Red-eyed Vireo,Unid. Arthropoda,13.6
Red-eyed Vireo,Unid. Insecta,13.75
Red-eyed Vireo,Unid. Magnoliopsida,18.48
Red-eyed Vireo,Unid. Tracheophyta,4.1
Steller's Jay,Coleoptera [beetles],14.4
Steller's Jay,Diptera [flies],0.04
Steller's Jay,"Hemiptera [true bugs, hoppers, aphids, and allies]",0.23
Steller's Jay,"Hymenoptera [ants, bees, wasps, and sawflies]",1.57
Steller's Jay,Lepidoptera [butterflies and moths],0.44
Steller's Jay,Lepidoptera larva [caterpillars],0.26
Steller's Jay,"Orthoptera [grasshoppers, crickets, and katydids]",0.5
Steller's Jay,"Poales [grasses, sedges, and allies]",0.71
Steller's Jay,Unid. Animalia,30.14
Steller's Jay,Unid. Arthropoda,0.07
Steller's Jay,Unid. Euchelicerata,0.04
Steller's Jay,Unid. Insecta,0.36
Steller's Jay,Unid. Magnoliopsida,9.57
Steller's Jay,Unid. Tracheophyta,41.43
California Scrub-Jay,Araneae [spiders],6.4
California Scrub-Jay,Coleoptera [beetles],9.57
California Scrub-Jay,Dermaptera [earwigs],1.17
California Scrub-Jay,Diptera [flies],0.83
California Scrub-Jay,"Hemiptera [true bugs, hoppers, aphids, and allies]",1.87
California Scrub-Jay,"Hymenoptera [ants, bees, wasps, and sawflies]",12.67
California Scrub-Jay,Isopoda [isopods],1.83
California Scrub-Jay,Lepidoptera larva;pupa,44.53
California Scrub-Jay,Lithobiomorpha [stone centipedes],0.17
California Scrub-Jay,"Neuroptera [antlions, lacewings, and allies]",0.6
California Scrub-Jay,Opiliones [harvestmen],0.33
California Scrub-Jay,"Orthoptera [grasshoppers, crickets, and katydids]",16.27
California Scrub-Jay,Spirobolida,0.37
California Scrub-Jay,Unid. Arthropoda,3.03
California Scrub-Jay,Unid. Clitellata,0.5
Clark's Nutcracker,Pinales [conifers],82.9
Clark's Nutcracker,Unid. Arthropoda,13.3
Clark's Nutcracker,Unid. Mammalia,3.1
Clark's Nutcracker,Unid. Tracheophyta,0.7
American Crow,"Asterales [asters, bellflowers, fanflowers, and allies]",0.21
American Crow,Coleoptera [beetles],3.34
American Crow,Cucurbitales,0.14
American Crow,Lepidoptera larva [caterpillars],0.89
American Crow,"Orthoptera [grasshoppers, crickets, and katydids]",4.28
American Crow,"Poales [grasses, sedges, and allies]",33.27
American Crow,"Rosales [roses, elms, figs, and allies]",1.79
American Crow,Unid. Animalia,14.04
American Crow,Unid. Arthropoda,6.05
American Crow,Unid. Insecta,2.42
American Crow,Unid. Magnoliopsida,13.45
American Crow,Unid. Mammalia,0.21
American Crow,Unid. Non-biological,0.07
American Crow,Unid. Plantae,3.29
American Crow,Unid. Tracheophyta,16.52
Northwestern Crow,Amphipoda [amphipods],0.21
Northwestern Crow,Araneae [spiders],7.95
Northwestern Crow,Coleoptera [beetles],1.94
Northwestern Crow,Decapoda [decapods],6.91
Northwestern Crow,Dermaptera [earwigs],0.38
Northwestern Crow,Diptera [flies],9.85
Northwestern Crow,Echinoida,7.57
Northwestern Crow,"Hemiptera [true bugs, hoppers, aphids, and allies]",4.06
Northwestern Crow,Hoplonemertea,0.77
Northwestern Crow,"Hymenoptera [ants, bees, wasps, and sawflies]",2.62
Northwestern Crow,Isopoda [isopods],13.66
Northwestern Crow,Lepidoptera larva [caterpillars],5.6
Northwestern Crow,Lepidoptera larva;pupa,0.24
Northwestern Crow,Lepidoptera pupa,7.33
Northwestern Crow,Lepidoptera unspecified,0.25
Northwestern Crow,Opiliones [harvestmen],2.12
Northwestern Crow,"Orthoptera [grasshoppers, crickets, and katydids]",0.57
Northwestern Crow,Pedunculata [gooseneck barnacles],0.77
Northwestern Crow,Phyllodocida,5.28
Northwestern Crow,Trichoptera [caddisflies],0.01
Northwestern Crow,Unid. Amphibia,0.01
Northwestern Crow,Unid. Animalia,4.51
Northwestern Crow,Unid. Annelida,0.21
Northwestern Crow,Unid. Aves,0.26
Northwestern Crow,Unid. Bivalvia,1.28
Northwestern Crow,Unid. Chilopoda,0.01
Northwestern Crow,Unid. Chordata,3.06
Northwestern Crow,Unid. Diplopoda,0.05
Northwestern Crow,Unid. Echinodermata,0.01
Northwestern Crow,Unid. Gastropoda,0.15
Northwestern Crow,Unid. Insecta,0.03
Northwestern Crow,Unid. Magnoliopsida,0.54
Northwestern Crow,Unid. Mammalia,0.07
Northwestern Crow,Unid. Mollusca,10.71
Northwestern Crow,Unid. Polyplacophora,0.08
Northwestern Crow,Unid. Reptilia,0.13
Northwestern Crow,Unid. Teleostei,0.98
Common Raven,Coleoptera [beetles],1.7
Common Raven,Diptera [flies],2.5
Common Raven,"Hemiptera [true bugs, hoppers, aphids, and allies]",9.35
Common Raven,"Hymenoptera [ants, bees, wasps, and sawflies]",1.75
Common Raven,Lagomorpha [lagomorphs],17.15
Common Raven,Lepidoptera larva [caterpillars],1.05
Common Raven,"Orthoptera [grasshoppers, crickets, and katydids]",0.75
Common Raven,"Poales [grasses, sedges, and allies]",1.6
Common Raven,Scorpiones [scorpions],0.4
Common Raven,Unid. Amphibia,0.05
Common Raven,Unid. Animalia,6.0
Common Raven,Unid. Aves,1.65
Common Raven,Unid. Chordata,10.25
Common Raven,Unid. Chordata egg,1.0
Common Raven,Unid. Euchelicerata,0.05
Common Raven,Unid. Insecta,0.15
Common Raven,Unid. Malacostraca,0.05
Common Raven,Unid. Mammalia,43.05
Common Raven,Unid. Reptilia,1.25
Horned Lark,Araneae [spiders],0.65
Horned Lark,"Asterales [asters, bellflowers, fanflowers, and allies]",0.67
Horned Lark,Boraginales,0.05
Horned Lark,"Brassicales [mustards, capers, and allies]",1.82
Horned Lark,"Caryophyllales [pinks, cactuses, and allies]",8.16
Horned Lark,Coleoptera [beetles],11.73
Horned Lark,Diptera [flies],0.23
Horned Lark,"Fabales [legumes, milkworts, and allies]",0.01
Horned Lark,"Hemiptera [true bugs, hoppers, aphids, and allies]",2.18
Horned Lark,"Hymenoptera [ants, bees, wasps, and sawflies]",0.81
Horned Lark,Lepidoptera larva [caterpillars],10.33
Horned Lark,Lepidoptera larva;adult,0.67
Horned Lark,"Neuroptera [antlions, lacewings, and allies]",0.03
Horned Lark,"Orthoptera [grasshoppers, crickets, and katydids]",9.25
Horned Lark,"Poales [grasses, sedges, and allies]",15.9
Horned Lark,Unid. Animalia,5.33
Horned Lark,Unid. Insecta,1.72
Horned Lark,Unid. Magnoliopsida,9.22
Horned Lark,Unid. Tracheophyta,21.33
Purple Martin,Coleoptera [beetles],9.84
Purple Martin,Diptera [flies],10.18
Purple Martin,"Hemiptera [true bugs, hoppers, aphids, and allies]",18.03
Purple Martin,"Hymenoptera [ants, bees, wasps, and sawflies]",16.09
Purple Martin,Lepidoptera [butterflies and moths],0.31
Purple Martin,Lepidoptera larva [caterpillars],2.35
Purple Martin,Odonata [dragonflies and damselflies],9.28
Purple Martin,"Orthoptera [grasshoppers, crickets, and katydids]",1.17
Purple Martin,Unid. Arthropoda,10.53
Purple Martin,Unid. Insecta,22.45
Tree Swallow,Araneae [spiders],2.3
Tree Swallow,Coleoptera [beetles],11.1
Tree Swallow,Diptera [flies],40.25
Tree Swallow,"Fagales [beeches, oaks, walnuts, and allies]",17.45
Tree Swallow,"Hymenoptera [ants, bees, wasps, and sawflies]",3.2
Tree Swallow,Lepidoptera [butterflies and moths],0.4
Tree Swallow,Lepidoptera larva [caterpillars],0.15
Tree Swallow,"Orthoptera [grasshoppers, crickets, and katydids]",0.2
Tree Swallow,Unid. Animalia,20.0
Tree Swallow,Unid. Magnoliopsida,4.8
Violet-green Swallow,Coleoptera [beetles],35.03
Violet-green Swallow,Diptera [flies],16.2
Violet-green Swallow,"Hemiptera [true bugs, hoppers, aphids, and allies]",25.27
Violet-green Swallow,"Hymenoptera [ants, bees, wasps, and sawflies]",17.4
Violet-green Swallow,Lepidoptera [butterflies and moths],0.73
Violet-green Swallow,Lepidoptera larva [caterpillars],0.3
Violet-green Swallow,Unid. Insecta,4.83
Northern Rough-winged Swallow,Coleoptera [beetles],18.0
Northern Rough-winged Swallow,Diptera [flies],23.35
Northern Rough-winged Swallow,"Hemiptera [true bugs, hoppers, aphids, and allies]",4.97
Northern Rough-winged Swallow,"Hymenoptera [ants, bees, wasps, and sawflies]",34.56
Northern Rough-winged Swallow,Lepidoptera larva;adult,0.37
Northern Rough-winged Swallow,"Orthoptera [grasshoppers, crickets, and katydids]",0.04
Northern Rough-winged Swallow,Unid. Animalia,0.19
Northern Rough-winged Swallow,Unid. Insecta,18.83
Northern Rough-winged Swallow,Unid. Magnoliopsida,0.07
Cliff Swallow,Coleoptera [beetles],22.95
Cliff Swallow,Diptera [flies],13.0
Cliff Swallow,"Hemiptera [true bugs, hoppers, aphids, and allies]",26.65
Cliff Swallow,"Hymenoptera [ants, bees, wasps, and sawflies]",33.9
Cliff Swallow,Lepidoptera larva;adult,0.25
Cliff Swallow,"Orthoptera [grasshoppers, crickets, and katydids]",0.35
Cliff Swallow,Unid. Animalia,1.5
Barn Swallow,Coleoptera [beetles],13.88
Barn Swallow,Diptera [flies],37.16
Barn Swallow,"Hemiptera [true bugs, hoppers, aphids, and allies]",23.03
Barn Swallow,"Hymenoptera [ants, bees, wasps, and sawflies]",20.9
Barn Swallow,Lepidoptera [butterflies and moths],0.8
Barn Swallow,Odonata [dragonflies and damselflies],1.67
Barn Swallow,"Orthoptera [grasshoppers, crickets, and katydids]",0.17
Barn Swallow,Unid. Animalia,2.33
Black-capped Chickadee,Araneae [spiders],0.07
Black-capped Chickadee,Coleoptera [beetles],1.12
Black-capped Chickadee,Diptera [flies],0.23
Black-capped Chickadee,"Hemiptera [true bugs, hoppers, aphids, and allies]",0.37
Black-capped Chickadee,Lepidoptera larva [caterpillars],19.43
Black-capped Chickadee,"Orthoptera [grasshoppers, crickets, and katydids]",1.34
Black-capped Chickadee,Unid. Animalia,38.88
Black-capped Chickadee,Unid. Arthropoda,14.88
Black-capped Chickadee,Unid. Insecta,6.51
Black-capped Chickadee,Unid. Magnoliopsida,5.99
Black-capped Chickadee,Unid. Tracheophyta,11.12
Chestnut-backed Chickadee,Araneae [spiders],1.0
Chestnut-backed Chickadee,Coleoptera [beetles],0.29
Chestnut-backed Chickadee,"Hemiptera [true bugs, hoppers, aphids, and allies]",3.57
Chestnut-backed Chickadee,"Hymenoptera [ants, bees, wasps, and sawflies]",1.86
Chestnut-backed Chickadee,Lepidoptera larva [caterpillars],10.14
Chestnut-backed Chickadee,Unid. Animalia,57.97
Chestnut-backed Chickadee,Unid. Magnoliopsida,5.0
Chestnut-backed Chickadee,Unid. Tracheophyta,13.46
Bushtit,Araneae [spiders],2.33
Bushtit,Coleoptera [beetles],4.8
Bushtit,"Hemiptera [true bugs, hoppers, aphids, and allies]",23.67
Bushtit,"Hymenoptera [ants, bees, wasps, and sawflies]",1.17
Bushtit,Lepidoptera larva [caterpillars],28.33
Bushtit,Lepidoptera larva;pupa,26.67
Bushtit,Unid. Arthropoda,2.67
Bushtit,Unid. Magnoliopsida,0.25
Bushtit,Unid. Tracheophyta,0.33
Red-breasted Nuthatch,Coleoptera [beetles],7.67
Red-breasted Nuthatch,"Hemiptera [true bugs, hoppers, aphids, and allies]",17.64
Red-breasted Nuthatch,"Hymenoptera [ants, bees, wasps, and sawflies]",3.02
Red-breasted Nuthatch,Lepidoptera larva [caterpillars],19.5
Red-breasted Nuthatch,Unid. Arthropoda,29.0
Red-breasted Nuthatch,Unid. Euchelicerata,2.71
Red-breasted Nuthatch,Unid. Insecta,3.48
Red-breasted Nuthatch,Unid. Magnoliopsida,15.49
Red-breasted Nuthatch,Unid. Tracheophyta,1.5
Brown Creeper,Araneae [spiders],1.9
Brown Creeper,Coleoptera [beetles],19.93
Brown Creeper,Coleoptera larva [beetles],0.93
Brown Creeper,Diptera [flies],0.33
Brown Creeper,"Hemiptera [true bugs, hoppers, aphids, and allies]",2.47
Brown Creeper,"Hymenoptera [ants, bees, wasps, and sawflies]",0.13
Brown Creeper,Unid. Animalia,33.33
Brown Creeper,Unid. Arthropoda,3.23
Brown Creeper,Unid. Insecta,30.4
Brown Creeper,Unid. Magnoliopsida,7.23
Bewick's Wren,Araneae [spiders],5.0
Bewick's Wren,Coleoptera [beetles],21.0
Bewick's Wren,Diptera [flies],6.0
Bewick's Wren,"Hemiptera [true bugs, hoppers, aphids, and allies]",31.0
Bewick's Wren,"Hymenoptera [ants, bees, wasps, and sawflies]",17.0
Bewick's Wren,Lepidoptera larva [caterpillars],12.0
Bewick's Wren,"Orthoptera [grasshoppers, crickets, and katydids]",4.0
Bewick's Wren,Unid. Magnoliopsida,3.0
House Wren,Araneae [spiders],21.51
House Wren,Coleoptera [beetles],7.08
House Wren,Diptera [flies],21.59
House Wren,"Hemiptera [true bugs, hoppers, aphids, and allies]",6.23
House Wren,"Hymenoptera [ants, bees, wasps, and sawflies]",2.77
House Wren,Lepidoptera larva [caterpillars],2.05
House Wren,Lepidoptera larva;adult,0.7
House Wren,Lepidoptera unspecified,0.8
House Wren,"Orthoptera [grasshoppers, crickets, and katydids]",3.18
House Wren,Unid. Arthropoda,13.26
House Wren,Unid. Arthropoda larva,11.68
House Wren,Unid. Insecta,5.32
House Wren,Unid. Magnoliopsida,3.71
Marsh Wren,Araneae [spiders],5.0
Marsh Wren,Coleoptera [beetles],16.0
Marsh Wren,"Hemiptera [true bugs, hoppers, aphids, and allies]",31.0
Marsh Wren,"Hymenoptera [ants, bees, wasps, and sawflies]",8.0
Marsh Wren,Lepidoptera larva;pupa,17.0
Marsh Wren,Unid. Arthropoda,10.0
Marsh Wren,Unid. Insecta,11.0
Marsh Wren,Unid. Magnoliopsida,2.0
Golden-crowned Kinglet,Coleoptera [beetles],9.66
Golden-crowned Kinglet,Diptera [flies],12.49
Golden-crowned Kinglet,Diptera larva [flies],9.69
Golden-crowned Kinglet,Diptera pupa [flies],0.21
Golden-crowned Kinglet,"Hemiptera [true bugs, hoppers, aphids, and allies]",0.73
Golden-crowned Kinglet,"Hymenoptera [ants, bees, wasps, and sawflies]",0.31
Golden-crowned Kinglet,Lepidoptera [butterflies and moths],0.1
Golden-crowned Kinglet,Lepidoptera larva [caterpillars],29.9
Golden-crowned Kinglet,Lepidoptera pupa,0.31
Golden-crowned Kinglet,"Neuroptera [antlions, lacewings, and allies]",0.1
Golden-crowned Kinglet,Plecoptera [stoneflies],0.1
Golden-crowned Kinglet,Unid. Arthropoda,0.42
Golden-crowned Kinglet,Unid. Arthropoda egg,2.19
Golden-crowned Kinglet,Unid. Euchelicerata,24.47
Golden-crowned Kinglet,Unid. Insecta,5.88
Golden-crowned Kinglet,Unid. Magnoliopsida,3.44
Ruby-crowned Kinglet,Araneae [spiders],0.9
Ruby-crowned Kinglet,Coleoptera [beetles],3.2
Ruby-crowned Kinglet,Diptera [flies],2.56
Ruby-crowned Kinglet,"Hemiptera [true bugs, hoppers, aphids, and allies]",11.96
Ruby-crowned Kinglet,"Hymenoptera [ants, bees, wasps, and sawflies]",4.26
Ruby-crowned Kinglet,Lepidoptera larva [caterpillars],2.0
Ruby-crowned Kinglet,Lepidoptera larva;pupa,0.38
Ruby-crowned Kinglet,Unid. Animalia,34.5
Ruby-crowned Kinglet,Unid. Arthropoda,23.0
Ruby-crowned Kinglet,Unid. Insecta,11.74
Ruby-crowned Kinglet,Unid. Magnoliopsida,0.89
Ruby-crowned Kinglet,Unid. Tracheophyta,4.45
Western Bluebird,Araneae [spiders],0.43
Western Bluebird,"Caryophyllales [pinks, cactuses, and allies]",0.06
Western Bluebird,Coleoptera [beetles],7.83
Western Bluebird,Diptera [flies],0.08
Western Bluebird,"Hemiptera [true bugs, hoppers, aphids, and allies]",2.29
Western Bluebird,"Hymenoptera [ants, bees, wasps, and sawflies]",0.8
Western Bluebird,Lepidoptera larva [caterpillars],1.89
Western Bluebird,Lepidoptera larva;adult,0.32
Western Bluebird,Lepidoptera pupa,2.26
Western Bluebird,"Orthoptera [grasshoppers, crickets, and katydids]",34.3
Western Bluebird,Unid. Animalia,38.79
Western Bluebird,Unid. Arthropoda,0.8
Western Bluebird,Unid. Euchelicerata,0.39
Western Bluebird,Unid. Insecta,0.04
Western Bluebird,Unid. Magnoliopsida,3.79
Western Bluebird,Unid. Tracheophyta,5.67
Townsend's Solitaire,Araneae [spiders],1.34
Townsend's Solitaire,Coleoptera [beetles],2.74
Townsend's Solitaire,Diptera [flies],0.25
Townsend's Solitaire,Gordioidea,0.02
Townsend's Solitaire,"Hemiptera [true bugs, hoppers, aphids, and allies]",2.91
Townsend's Solitaire,"Hymenoptera [ants, bees, wasps, and sawflies]",2.6
Townsend's Solitaire,Lepidoptera larva [caterpillars],3.23
Townsend's Solitaire,"Orthoptera [grasshoppers, crickets, and katydids]",0.19
Townsend's Solitaire,Pinales [conifers],0.68
Townsend's Solitaire,Unid. Animalia,31.3
Townsend's Solitaire,Unid. Insecta,0.08
Townsend's Solitaire,Unid. Magnoliopsida,15.35
Townsend's Solitaire,Unid. Non-biological,0.07
Townsend's Solitaire,Unid. Tracheophyta,38.99
Swainson's Thrush,Blattodea [cockroaches and termites],8.0
Swainson's Thrush,Coleoptera [beetles],24.35
Swainson's Thrush,Coleoptera larva [beetles],2.15
Swainson's Thrush,Diptera [flies],4.55
Swainson's Thrush,"Hemiptera [true bugs, hoppers, aphids, and allies]",0.25
Swainson's Thrush,"Hymenoptera [ants, bees, wasps, and sawflies]",20.55
Swainson's Thrush,Lepidoptera [butterflies and moths],0.3
Swainson's Thrush,Lepidoptera larva [caterpillars],4.55
Swainson's Thrush,Unid. Animalia,0.55
Swainson's Thrush,Unid. Arthropoda,1.1
Swainson's Thrush,Unid. Diplopoda,4.15
Swainson's Thrush,Unid. Euchelicerata,0.8
Swainson's Thrush,Unid. Gastropoda,0.85
Swainson's Thrush,Unid. Insecta egg;pupa,0.3
Swainson's Thrush,Unid. Insecta larva,5.5
Swainson's Thrush,Unid. Magnoliopsida,22.4
Swainson's Thrush,Unid. Mollusca,0.25
Hermit Thrush,Coleoptera [beetles],3.75
Hermit Thrush,Diptera [flies],0.55
Hermit Thrush,"Hemiptera [true bugs, hoppers, aphids, and allies]",0.66
Hermit Thrush,"Hymenoptera [ants, bees, wasps, and sawflies]",5.43
Hermit Thrush,Lepidoptera larva [caterpillars],4.91
Hermit Thrush,"Orthoptera [grasshoppers, crickets, and katydids]",1.15
Hermit Thrush,Unid. Animalia,33.72
Hermit Thrush,Unid. Arthropoda,18.48
Hermit Thrush,Unid. Insecta,1.54
Hermit Thrush,Unid. Magnoliopsida,17.96
Hermit Thrush,Unid. Tracheophyta,11.85
American Robin,Aquifoliales [hollies and allies],0.35
American Robin,Araneae [spiders],1.65
American Robin,Coleoptera [beetles],53.34
American Robin,Coleoptera larva [beetles],3.47
American Robin,"Cornales [dogwoods, hydrangeas, and allies]",0.6
American Robin,"Ericales [heathers, balsams, primroses, and allies]",0.35
American Robin,"Hemiptera [true bugs, hoppers, aphids, and allies]",4.03
American Robin,"Hymenoptera [ants, bees, wasps, and sawflies]",6.37
American Robin,Lepidoptera larva [caterpillars],5.0
American Robin,"Liliales [lilies, supplejacks, and allies]",0.5
American Robin,"Orthoptera [grasshoppers, crickets, and katydids]",2.05
American Robin,Pinales [conifers],0.25
American Robin,"Rosales [roses, elms, figs, and allies]",3.05
American Robin,"Sapindales [soapberries, cashews, mahoganies, and allies]",0.6
American Robin,Unid. Animalia,14.1
American Robin,Unid. Euchelicerata,1.39
American Robin,Unid. Tracheophyta,2.8
Varied Thrush,Araneae [spiders],0.02
Varied Thrush,Coleoptera [beetles],0.9
Varied Thrush,Diptera [flies],0.3
Varied Thrush,"Hemiptera [true bugs, hoppers, aphids, and allies]",0.22
Varied Thrush,"Hymenoptera [ants, bees, wasps, and sawflies]",1.26
Varied Thrush,Lepidoptera pupa,0.44
Varied Thrush,"Orthoptera [grasshoppers, crickets, and katydids]",0.4
Varied Thrush,Unid. Animalia,20.42
Varied Thrush,Unid. Insecta,0.24
Varied Thrush,Unid. Magnoliopsida,14.84
Varied Thrush,Unid. Tracheophyta,61.0
European Starling,Aquifoliales [hollies and allies],0.02
European Starling,Araneae [spiders],0.1
European Starling,"Asterales [asters, bellflowers, fanflowers, and allies]",0.28
European Starling,Blattodea [cockroaches and termites],0.2
European Starling,"Caryophyllales [pinks, cactuses, and allies]",0.06
European Starling,Coleoptera [beetles],3.63
European Starling,"Cornales [dogwoods, hydrangeas, and allies]",0.06
European Starling,"Dipsacales [honeysuckles, moschatels, and allies]",0.02
European Starling,Diptera [flies],0.17
European Starling,"Ericales [heathers, balsams, primroses, and allies]",0.01
European Starling,"Fabales [legumes, milkworts, and allies]",0.0
European Starling,"Fagales [beeches, oaks, walnuts, and allies]",2.24
European Starling,"Hemiptera [true bugs, hoppers, aphids, and allies]",0.1
European Starling,"Hymenoptera [ants, bees, wasps, and sawflies]",0.13
European Starling,Isopoda [isopods],0.02
European Starling,"Lamiales [mints, plantains, olives, and allies]",0.12
European Starling,Lepidoptera [butterflies and moths],1.64
European Starling,Lepidoptera larva [caterpillars],0.02
European Starling,Lepidoptera unspecified,0.5
European Starling,"Malpighiales [nances, willows, and allies]",0.73
European Starling,Odonata [dragonflies and damselflies],0.07
European Starling,Opiliones [harvestmen],0.01
European Starling,"Orthoptera [grasshoppers, crickets, and katydids]",6.19
European Starling,Pinales [conifers],0.53
European Starling,"Poales [grasses, sedges, and allies]",13.91
European Starling,"Rosales [roses, elms, figs, and allies]",0.64
European Starling,"Sapindales [soapberries, cashews, mahoganies, and allies]",1.05
European Starling,Unid. Animalia,25.31
European Starling,Unid. Diplopoda,0.95
European Starling,Unid. Gastropoda,0.13
European Starling,Unid. Insecta,4.06
European Starling,Unid. Magnoliopsida,15.05
European Starling,Unid. Mollusca,0.0
European Starling,Unid. Tracheophyta,13.42
European Starling,Unid. Unknown,7.23
European Starling,Vitales,1.32
American Pipit,Araneae [spiders],0.52
American Pipit,Coleoptera [beetles],9.07
American Pipit,Coleoptera larva [beetles],0.07
American Pipit,Diptera [flies],29.54
American Pipit,Diptera larva [flies],0.06
American Pipit,"Hemiptera [true bugs, hoppers, aphids, and allies]",41.82
American Pipit,"Hymenoptera [ants, bees, wasps, and sawflies]",2.6
American Pipit,Lepidoptera [butterflies and moths],1.76
American Pipit,Lepidoptera larva [caterpillars],3.63
American Pipit,Lepidoptera pupa,1.74
American Pipit,"Neuroptera [antlions, lacewings, and allies]",0.01
American Pipit,"Orthoptera [grasshoppers, crickets, and katydids]",0.43
American Pipit,"Poales [grasses, sedges, and allies]",0.04
American Pipit,Thysanoptera [thrips],0.07
American Pipit,Unid. Arthropoda,0.29
American Pipit,Unid. Diplopoda,1.04
American Pipit,Unid. Gastropoda,0.35
American Pipit,Unid. Insecta,0.03
American Pipit,Unid. Magnoliopsida,6.92
Cedar Waxwing,"Caryophyllales [pinks, cactuses, and allies]",2.34
Cedar Waxwing,"Dipsacales [honeysuckles, moschatels, and allies]",2.0
Cedar Waxwing,Lepidoptera larva [caterpillars],8.65
Cedar Waxwing,Pinales [conifers],15.93
Cedar Waxwing,"Rosales [roses, elms, figs, and allies]",20.29
Cedar Waxwing,Unid. Animalia,2.95
Cedar Waxwing,Unid. Arthropoda,8.07
Cedar Waxwing,Unid. Insecta,0.45
Cedar Waxwing,Unid. Magnoliopsida,19.9
Cedar Waxwing,Unid. Tracheophyta,17.6
Cedar Waxwing,Vitales,1.83
Orange-crowned Warbler,Araneae [spiders],6.13
Orange-crowned Warbler,Coleoptera [beetles],19.6
Orange-crowned Warbler,Diptera [flies],0.97
Orange-crowned Warbler,"Hemiptera [true bugs, hoppers, aphids, and allies]",51.27
Orange-crowned Warbler,"Hymenoptera [ants, bees, wasps, and sawflies]",6.0
Orange-crowned Warbler,Lepidoptera [butterflies and moths],0.07
Orange-crowned Warbler,Lepidoptera larva [caterpillars],8.77
Orange-crowned Warbler,Unid. Magnoliopsida,1.0
Orange-crowned Warbler,Unid. Tracheophyta,5.7
Yellow Warbler,Araneae [spiders],11.91
Yellow Warbler,Coleoptera [beetles],11.05
Yellow Warbler,Diptera [flies],5.5
Yellow Warbler,"Hemiptera [true bugs, hoppers, aphids, and allies]",38.16
Yellow Warbler,"Hymenoptera [ants, bees, wasps, and sawflies]",10.5
Yellow Warbler,Lepidoptera [butterflies and moths],1.0
Yellow Warbler,Lepidoptera Larva [caterpillars],5.8
Yellow Warbler,"Orthoptera [grasshoppers, crickets, and katydids]",0.9
Yellow Warbler,Unid. Animalia,10.0
Yellow Warbler,Unid. Insecta,0.62
Yellow Warbler,Unid. Insecta egg;adult,0.7
Yellow Warbler,Unid. Magnoliopsida,0.31
Yellow Warbler,Unid. Non-biological,2.5
Yellow Warbler,Unid. Tracheophyta,0.9
Yellow-rumped Warbler,Araneae [spiders],10.03
Yellow-rumped Warbler,Coleoptera [beetles],11.18
Yellow-rumped Warbler,Diptera [flies],2.06
Yellow-rumped Warbler,Ephemeroptera [mayflies],6.69
Yellow-rumped Warbler,"Hemiptera [true bugs, hoppers, aphids, and allies]",6.14
Yellow-rumped Warbler,"Hymenoptera [ants, bees, wasps, and sawflies]",6.24
Yellow-rumped Warbler,Lepidoptera [butterflies and moths],0.02
Yellow-rumped Warbler,Lepidoptera larva [caterpillars],9.82
Yellow-rumped Warbler,"Neuroptera [antlions, lacewings, and allies]",0.77
Yellow-rumped Warbler,Pseudoscorpiones [pseudoscorpions],0.33
Yellow-rumped Warbler,Trichoptera [caddisflies],0.77
Yellow-rumped Warbler,Unid. Animalia,15.85
Yellow-rumped Warbler,Unid. Arthropoda,13.0
Yellow-rumped Warbler,Unid. Euchelicerata,1.08
Yellow-rumped Warbler,Unid. Insecta,6.81
Yellow-rumped Warbler,Unid. Magnoliopsida,7.53
Yellow-rumped Warbler,Unid. Tracheophyta,1.75
Black-throated Gray Warbler,Unid. Animalia,100.0
Townsend's Warbler,Araneae [spiders],0.75
Townsend's Warbler,Coleoptera [beetles],13.65
Townsend's Warbler,Diptera [flies],3.4
Townsend's Warbler,"Hemiptera [true bugs, hoppers, aphids, and allies]",56.1
Townsend's Warbler,"Hymenoptera [ants, bees, wasps, and sawflies]",15.3
Townsend's Warbler,Lepidoptera [butterflies and moths],0.3
Townsend's Warbler,Unid. Insecta,6.0
